,kuat,baik,laba,raih,tumbuh,positif,apresiasi,optimis,untung,uptrend,optimal,laju,lejit,hijau,lesat,cocok,lambung,angkat,menanjak,puas,terbang,gerek,capai,beli,berhasil,solid,prestasi,bangkit,rebound,produktif,pendorong,aktif,kencang,bullish,prospek,menarik,borong ,tahan,transaksi,percaya,kembang,fokus,kinerja,investasi,modal,potensi,kelola,besar,tingkat,makin,atraktif,akuisisi,pulih,prediksi,kejar,strategi,ipo,offering,koleksi,topang,penting,ramai,tawar,cepat,kerjasama,go,aset,transformasi,digitalisasi,alokasi,turun,lemah,lesu,kurang,susut,anjlok,merosot,buruk,minus,lepas,pangkas,ambles,merah,rugi,gugat,terpuruk,koreksi,longsor,drop,loyo,melorot,parah,tekan,tergerus,tersungkur,terjun,kontraksi,seret,sukses,layanan,serius,kapabilitas,kapasitas,bangun,target,bisnis,rapat,umum,rencana,penghargaan,tren,usaha,efisien,sambut,harap,mampu,kolaborasi,korporasi,resmi,alih,sepakat,momentum,ideal,efektif,kesempatan,tata
0,0.0,0.0,0.23462196516820347,0.0,0.03301063382659426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03140169474017974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26428307505448856,0.29429909803535276,0.0,0.29530686657798394,0.0,0.0,0.0,0.1092160019603948,0.21884823209087273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34858100110397133,0.02897045620803921,0.0,0.0,0.0,0.05601374211088647,0.047248542379426696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06637327263605843,0.0,0.0,0.06320045685554666,0.40682535554224897,0.3878361646393744,0.04565421158571451,0.26428307505448856,0.0,0.0,0.0,0.27025768360040403,0.0,0.0,0.20586386605734086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.14228591791806097,0.0,0.02001921828464209,0.0,0.0,0.0,0.18434552439444807,0.0,0.0,0.2283231083449647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2128008068297244,0.0,0.0,0.0,0.0,0.0,0.16027382558737452,0.1784769694363319,0.0,0.17908812820842057,0.16978785080891615,0.0,0.0,0.0,0.13271997600681043,0.0,0.0,0.19380819602074395,0.02697112859112666,0.194707787182281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028505220035794348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1353163551071772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16027382558737452,0.0,0.0,0.0,0.16389711235230817,0.0,0.0,0.12484563892869122,0.0,0.0,0.024689939419404235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7401547306643461,0.0,0.0
2,0.035473811248728164,0.0,0.0,0.0,0.013373572606081996,0.04350693913420571,0.0,0.0,0.0,0.0,0.0647813796567466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01447258349972471,0.0,0.0,0.0,0.0,0.0,0.4435969334843994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01529554260504645,0.11922916646057918,0.0,0.0,0.11342451628921105,0.0,0.03096753841858216,0.04424659458633684,0.08866181536999374,0.0,0.0,0.0,0.0,0.0,0.025604352310687136,0.12719373327918906,0.15115655253240876,0.02269280411255825,0.0,0.0,0.0,0.0,0.01904253324883782,0.0,0.0,0.02269280411255825,0.12459542007964369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018170533325598436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0768130569320614,0.0,0.0,0.0,0.0,0.0,0.0,0.053830567065585304,0.10948928678460429,0.0,0.0,0.5838102842569507,0.17250991857726647,0.02295637256053848,0.01649378575978057,0.0,0.16267637298844692,0.0,0.05181474011238463,0.022446252295181206,0.46650770171585665,0.16069460792376936,0.08322663538643556,0.07063578956647176,0.0,0.15252821682054518
3,0.039400447720562684,0.0,0.0,0.0,0.0,0.048322771658780635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15685219316883278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016074570210800956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789446319224362,0.0,0.0,0.0,0.8170346538922593,0.0,0.11892036516165568,0.13242677836215697,0.0,0.13288024744285168,0.1259796048681799,0.0,0.03439537043090086,0.04914430041329152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167888243073605,0.025204696382937358,0.17643287468056149,0.14251069988431186,0.0,0.08077536708624235,0.02115037288993894,0.06107601423613367,0.0,0.025204696382937358,0.13838702869135755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020181850304445404,0.0,0.0,0.11117168405063273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14380227936559709,0.11892036516165568,0.0,0.0,0.0,0.12160878033857053,0.0,0.14446976021616093,0.09263327256231485,0.08211653034312104,0.025497439521886295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2810168536226572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531522207566441,0.02879924757643345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3279719233874769,0.0,0.28288418768211065,0.0,0.0,0.0,0.20911452923466775,0.0,0.2130580782725477,0.23725620814661938,0.0,0.23806864469403075,0.22570543302875615,0.0,0.06162284748721099,0.08804707410603178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300789073302898,0.04515680865503408,0.0,0.25532259179790545,0.0,0.1447173867971226,0.037893070682658514,0.10942396791338804,0.0,0.04515680865503408,0.24793461028099367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036157862751297856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2576365894201362,0.2130580782725477,0.0,0.0,0.0,0.21787465086222652,0.0,0.0,0.165962045351906,0.1471202188584932,0.04568128812940459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.03132591785997581,0.0,0.0,0.0,0.0,0.038419745544143034,0.0,0.0,0.10874990265910821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01123421207629066,0.012780328528986914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6495956756152608,0.0,0.0,0.0,0.0,0.7395390586145375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01036441668772623,0.0342113163259123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04813764980920037,0.0,0.0,0.0,0.05536139716479246,0.0,0.0,0.09796367114017879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01664720982326594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.093231064209752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3236575286615857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03343485583127412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2813945739618398,0.3133540401402458,0.0,0.3144270585302709,0.29809845598416296,0.0,0.08138783122223181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33721505668467144,0.0,0.0,0.0,0.0,0.49469513476858734,0.0,0.3274574453880469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2191929046965992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40742445032712016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34287878548229594,0.3250726480722307,0.0,0.08875241479839215,0.12680995379944232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4332119934273263,0.06503717332366002,0.0,0.3677288132352395,0.0,0.0,0.054575561895449064,0.0,0.0,0.06503717332366002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052076425611337185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30685727307420924,0.0,0.0,0.0,0.3137943502431028,0.0,0.0,0.23902712858114594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09884898134332328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05076760219786789,0.0,0.0,0.0,0.1264515889270773,0.9857289308487825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4338569119949415,0.48313233017358187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199214793361688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5550071952507897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
